Number,Name,RA 1900 (Hour),RA 1900 (Min),Dec 1900 (Degrees),Dec 1900 (Min),RA 2000,Dec 2000,D Number 1,D Number 2,Mag.,Spectral Type,P.M. Catalog,P.M. AO,Rel. Parallax,P.E,P.E. Wt,sqrt(p pi),No. Plates,f_GCTP,GCTP,comp,RA1900,DE1900,Vmag,MK,name,pm,pmPA,pi,e_pi,q_pi,_RA.icrs,_DE.icrs
748,42 Herc,16,36.0,49,7,16h38m43.4435s,+48d55m12.7633s,49,2531,5.1,Ma,-0.031,-0.057,0.014,7.0,27.0,3.8,27,,3792.00,,16 36 01.9,+49 07 26,4.90,M2.5 IIIab,42 Her,0.060,299,0.0170,11.1,,16 38 44.8,+48 55 42
749,60 Herc,17,0.7,12,53,17h04m37.9481s,+12d44m40.7889s,12,3142,4.9,A3,0.057,0.064,0.015,5.0,20.0,4.1,30,,3882.00,,17 00 44.3,+12 52 41,4.91,A4   IV,60 Her,0.051,104,0.0195,8.4,,17 05 22.6,+12 44 27
750,Lal 31478,17,14.6,-7,55,17h19m25.7623s,-08d01m16.3352s,-7,4427,8,G0,- .009*,-0.005,0.007,6.0,23.0,4.1,34,*,3933.00,,17 14 34.3,-07 54 49,7.97,G2   V,,0.228,182,0.0096,9.8,,17 20 00.1,-08 01 23
751,Zeta Serp,17,55.2,-3,41,18h00m15.9963s,-03d41m20.6785s,-3,4217,4.6,F0,0.147,0.162,0.048,5.0,21.0,4.1,28,,4109.00,,17 55 11.9,-03 41 01,4.62,F2   IV,ZET Ser,0.151,108,0.0445,5.8,X,18 00 28.9,-03 41 24
752,Omicron Herc,18,3.6,28,45,18h06m54.0685s,+28d45m43.3198s,28,2925,3.8,A0,0.007,0.001,-0.011,5.0,21.0,3.9,27,,4154.00,,18 03 38.4,+28 44 55,3.83,B9.5 V,OMI Her,0.010,353,0.0027,7.5,F,18 07 32.5,+28 45 45
753,Brad 2293,18,11.6,-3,2,18h16m14.4176s,-03d00m00.917s,-3,4263,6.1,G5,0.016,0.031,0.002,6.0,27.0,4.8,40,,4194.00,,18 11 38.4,-03 02 03,6.00,G3   III,,0.287,176,0.0055,8.2,G,18 16 53.0,-03 00 27
754,Kappa Lyrae,18,16.4,36,1,18h19m30.4473s,+36d03m35.154s,36,3094,4.3,K0,-0.018,-0.014,0.007,5.0,18.0,3.8,26,,4216.00,,18 16 21.3,+36 01 09,4.33,K2   IIIa*,KAP Lyr,0.046,336,0.0087,7.3,G,18 19 51.7,+36 03 51
755,45 Drac,18,30.8,56,58,18h31m43.4298s,+57d02m29.1538s,56,2113,5,F8p,0,-0.006,0.005,5.0,20.0,4.2,28,,4276.00,,18 30 50.9,+56 58 08,4.77,F7   Ib,45 Dra,0.008,220,0.0099,8.4,,18 32 34.4,+57 02 44
756,Lal 35488,18,55.0,30,2,18h58m52.2918s,+30d10m12.916s,29,3423,6.6,G0,+ .039*,0.048,0.038,4.0,18.0,4.1,30,,4404.00,,18 54 58.2,+30 02 18,6.78,G2   V,LTT 15573,0.200,16,0.0407,6.8,G,18 58 50.9,+30 10 50
757,Gamma Lyrae,18,55.2,32,33,18h58m44.4802s,+32d41m12.3645s,32,3286,3.3,A0p,0.001,-0.004,0.009,4.0,18.0,4.3,30,,4407.00,,18 55 12.1,+32 33 08,3.24,B9   III,GAM Lyr,0.006,299,0.0160,6.5,G,18 58 56.6,+32 41 22
758,12 Aquilae,18,56.3,-5,53,19h01m20.5485s,-05d44m32.3865s,-5,4840,4.2,K0,-0.028,-0.028,0.014,6.0,21.0,3.8,27,,4414.00,,18 56 20.3,-05 52 47,4.02,K1   III,12 Aql,0.040,214,0.0177,6.7,G,19 01 40.7,-05 44 20
759,23 Aquilae,19,13.5,0,54,19h18m05.2017s,+01d04m48.8747s,0,4168,5.3,K0,0.006,0.002,-0.007,6.0,21.0,3.6,24,,4506.00,,19 13 27.1,+00 54 12,5.10,K2   II-I*,23 Aql,0.020,42,0.0035,8.2,F,19 18 32.4,+01 05 06
760,Nu Aquilae,19,21.4,0,8,19h26m06.8801s,+00d19m54.7864s,0,4206,4.9,F0,-0.007,0.013,-0.009,7.0,25.0,3.8,29,*,4546.00,A,19 21 24.2,+00 08 21,4.66,F2   Ib,NU Aql,0.010,227,-0.0107,7.5,F,19 26 31.1,+00 20 18
761,Sigma Drac,19,32.6,69,29,19h31m36.6243s,+69d42m01.7649s,69,1053,4.8,K0,0.547,0.564,0.177,7.0,25.0,3.7,28,*,4607.00,,19 32 33.3,+69 29 27,4.68,K0   V,SIG Dra,1.822,163,0.1743,0.9,G,19 32 21.3,+69 39 40
762,13 Vulpec,19,49.2,23,49,19h53m14.8777s,+24d04m34.3477s,23,3820,4.5,A0,0.033,0.008,0 .000,6.0,22.0,3.9,28,*,4696.00,,19 49 12.5,+23 49 06,4.58,B9.5 III,13 Vul,0.048,37,0.0068,8.2,G,19 53 27.7,+24 04 46
763,Lal 38683,20,6.6,15,53,20h10m34.8486s,+16d10m44.4439s,15,4074,7.3,K0,- .419*,-0.427,0.028,6.0,22.0,4.0,30,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
764,41 Cygni,20,25.3,30,2,20h29m05.0745s,+30d21m59.7123s,29,4057,4.1,F5p,0.013,0.005,0.011,6.0,23.0,4.0,27,,4875.00,,20 25 18.5,+30 02 04,4.01,F5   II,41 Cyg,0.006,57,0.0097,7.2,F,20 29 23.7,+30 22 06
765,52 Cygni,20,41.5,30,21,20h45m07.6908s,+30d42m48.9591s,30,4167,4.3,K0,-0.01,-0.022,0.009,5.0,19.0,4.0,28,,4952.00,,20 41 31.9,+30 21 16,4.22,G9.5 III,52 Cyg,0.033,340,0.0126,7.3,G,20 45 39.7,+30 43 11
766,Epsilon Aquarii,20,42.3,-9,52,20h47m24.5508s,-09d30m00.21s,-10,5506,3.8,A0,0.031,0.018,0.002,6.0,21.0,3.8,28,,4960.00,,20 42 15.7,-09 51 42,3.77,A1   V,EPS Aqr,0.046,136,0.0186,7.4,G,20 47 40.5,-09 29 44
767,Alpha Equulei,21,10.8,4,50,21h14m59.5187s,+05d14m52.6122s,4,4635,4.1,F8,0.06,0.054,0.002,4.0,18.0,4.1,30,,5115.00,A,21 10 49.4,+04 50 03,3.92,"G0+A5III,V",ALP Equ,0.101,146,0.0186,4.9,G,21 15 49.4,+05 14 52
768,Gr 3436,21,16.8,52,33,21h19m12.9752s,+52d58m22.0985s,52,2916,6.9,G5,-0.002,0.006,-0.003,5.0,19.0,3.7,28,,5145.00,A,21 16 45.4,+52 33 11,7.68,F8   V,,0.070,349,0.0000,5.5,G,21 19 58.7,+52 58 44
,,,,,,,,,,,,,,,,,,,,5145.00,B,21 16 46.0,+52 33 09,7.88,G5   d,,0.062,344,,,,21 19 59.3,+52 58 41
769,Gr 3436,21,16.8,52,33,21h19m12.9752s,+52d58m22.0985s,33,,,,,-0.001,-0.002,4.0,16.0,3.7,28,,5145.00,A,21 16 45.4,+52 33 11,7.68,F8   V,,0.070,349,0.0000,5.5,G,21 19 58.7,+52 58 44
,,,,,,,,,,,,,,,,,,,,5145.00,B,21 16 46.0,+52 33 09,7.88,G5   d,,0.062,344,,,,21 19 59.3,+52 58 41
,Mean,,,,,0,0,,,,,,,-0.002,3.0,,,,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
770,12 Pegasi,21,41.5,22,29,21h45m35.9646s,+22d56m38.4563s,22,4472,5.4,K0,0.011,-0.004,0.002,5.0,18.0,3.8,26,,5257.00,,21 41 28.2,+22 29 15,5.29,K0   IbHd*,12 Peg,0.010,96,0.0059,8.4,,21 46 04.4,+22 56 55
771,Lal 42883,21,54.3,29,21,21h58m28.372s,+29d49m39.3408s,29,4550,6.8,F5,-0.383,-0.371,0.024,6.0,23.0,4.0,29,*,5310.00,A,21 54 15.1,+29 20 43,6.94,F8   V-VI,Lal 42883-5,0.530,224,0.0287,5.9,G,21 58 40.8,+29 48 45
772,32 Aquarii,21,59.6,-1,23,22h04m08.7023s,-00d53m57.1328s,-1,4242,5.2,A3,-0.013,-0.037,0.004,6.0,21.0,3.7,28,,5325.00,,21 59 38.7,-01 23 23,5.30,A5m,32 Aqr,0.059,196,0.0130,7.7,G,22 04 47.3,-00 54 23
773,Brad 2935,22,1.8,82,23,21h57m28.2058s,+82d51m52.985s,82,673,7.1,F5,-0.136,-0.132,0.007,7.0,25.0,3.8,29,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
774,Gr 3709,22,1.9,82,23,21h57m28.2058s,+82d51m52.985s,82,674,7.4,F5,-0.138,-0.139,0.007,6.0,22.0,3.8,29,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
,Mean,,,,,0,0,,,,,,,0.007,5.0,,,,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
775,37 Pegasi,22,24.9,3,55,22h29m03.5204s,+04d25m40.1721s,3,4713,5.5,F5,-0.028,-0.055,0.031,6.0,22.0,3.9,29,,5440.00,M,22 24 54.5,+03 55 25,5.48,"F2+F2V,V",37 Peg,0.149,192,0.0281,7.3,F,22 29 57.9,+04 25 53
,,,,,,,,,,,,,,,,,,,,5440.00,A,22 24 54.5,+03 55 25,5.77,F5   IV,37 Peg,0.149,192,0.0281,7.3,F,22 29 57.9,+04 25 53
,,,,,,,,,,,,,,,,,,,,5440.00,B,22 24 54.0,+03 55 00,7.14,F7   IV,,,,,,,22 29 57.6,+04 25 43
776,Lambda Aquarii,22,47.4,-8,7,22h52m12.9583s,-07d35m09.2243s,-8,5968,3.8,Ma,0.007,-0.003,0.009,5.0,19.0,3.8,28,,5540.00,,22 47 23.8,-08 06 42,3.74,M2.5 IIIa*,LAM Aqr,0.042,12,0.0144,7.0,G,22 52 36.8,-07 34 46
777,56 Pegasi,23,2.2,24,56,23h06m52.2877s,+25d28m25.9599s,24,4716,5,K0,0.003,-0.026,-0.008,6.0,24.0,3.7,28,,5597.00,,23 02 14.3,+24 55 42,4.76,G8   Ib,56 Peg,0.026,173,0.0024,8.1,G,23 07 06.7,+25 28 05
778,57 Pegasi,23,4.5,8,8,23h09m02.8219s,+08d40m30.2627s,7,4981,5.4,Mb,0.006,-0.029,0.007,5.0,21.0,4.1,29,,5605.00,A,23 04 28.5,+08 08 07,5.12,M4+A2IIIS*,57 Peg,0.013,128,0.0046,6.6,G,23 09 31.5,+08 40 37
779,59 Pegasi,23,6.7,8,11,23h11m02.963s,+08d43m34.2352s,7,4991,5.2,A3,-0.013,-0.023,0.019,6.0,22.0,4.0,27,,5612.00,,23 06 41.2,+08 10 37,5.16,A5   Vn,59 Peg,0.008,270,0.0255,9.8,,23 11 44.2,+08 43 12
