No.,Name,RA 1900 (Hour),RA 1900 (Min),Dec 1900 (Degrees),Dec 1900 (Min),RA 2000,Dec 2000,D. Number 1,D Number 2,Mag.,Spectral Type,Tot. Mu,Mu alpha,AO Mu alpha,Rel. Parallax,P.E.,Ptg. Mag.,No. Pl,f_GCTP,GCTP,comp,RA1900,DE1900,Vmag,B-V,MK,name,pm,pmPA,pi,e_pi,q_pi,_RA.icrs,_DE.icrs
1810,Tau Psc,1,6.2,29,34,01h11m30.0342s,+30d05m55.0555s,29,190.0,4.7,K0,0.078,0.069,0.059,0.013,7;27,12.3,33,,245.00,,01 06 08.9,+29 33 31,4.51,1.09,K0.5 IIIb,TAU Psc,0.078,113,0.0222,9.4,G,01 11 39.5,+30 05 22
1811,Lal 2450,1,16.9,18,10,01h21m22.3778s,+18d41m27.5817s,17,197.0,8,F8,0.541,0.541,0.549,0.033,7;24,13.1,42,,281.00,,01 16 51.4,+18 09 32,6.96,0.62,G3   V,CI 18-177,0.554,89,0.0370,9.6,G,01 22 17.8,+18 40 57
1812,Nu Ari,2,33.1,21,32,02h38m40.9118s,+21d57m58.7184s,21,362.0,5.4,A2,0.018,-0.011,-0.009,0.008,4;19,11.6,36,,529.10,,02 33 08.1,+21 31 44,5.43,0.16,A7   V,NU Ari,0.015,208,0.0120,7.2,,02 38 49.0,+21 57 40
1813,Grb 631,3,9.1,50,34,03h16m09.2281s,+50d56m17.5741s,50,729.0,5.3,K0,0.016,-0.006,-0.004,0.009,4;17,12.3,35,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1814,WB 617,3,35.3,-3,32,03h40m00.9879s,-03d12m32.4473s,-3,592.0,6.7,F8,0.733,0.701,-0.684,0.052,4;19,12.4,34,*,763.00,,03 35 16.4,-03 32 05,6.68,0.54,F9   V,,0.729,106,0.0459,5.5,F,03 40 22.1,-03 13 00
1815,Sigma 443 A,3,40.2,41,9,03h46m44.5625s,+41d27m45.4959s,41,750.0,8.2,G5,1.369,0.595,0.602,0.04,5;22,12,40,,805.00,A,03 40 12.2,+41 08 58,8.15,0.78,K1   V,Lal 6888,1.375,154,0.0424,3.1,P,03 47 02.0,+41 25 37
,,,,,,,,,,,,,,,,,,,,805.00,B,03 40 12.7,+41 09 04,8.76,0.90,K2   V,Lal 6889,1.399,154,,,,03 47 02.6,+41 25 41
,,,,,,,,,,,,,,,,,,,*,806.00,,03 40 12.0,+41 09 00,11.00,,,Anonymous,0.020,,-0.0085,14.1,,03 46 56.6,+41 27 44
1816,Sigma 443 B,3,40.2,41,9,03h46m44.5625s,+41d27m45.4959s,41,750.0,8.8,G5,1.369,0.595,0.595,0.045,6;23,12,40,,805.00,A,03 40 12.2,+41 08 58,8.15,0.78,K1   V,Lal 6888,1.375,154,0.0424,3.1,P,03 47 02.0,+41 25 37
,,,,,,,,,,,,,,,,,,,,805.00,B,03 40 12.7,+41 09 04,8.76,0.90,K2   V,Lal 6889,1.399,154,,,,03 47 02.6,+41 25 41
,,,,,,,,,,,,,,,,,,,*,806.00,,03 40 12.0,+41 09 00,11.00,,,Anonymous,0.020,,-0.0085,14.1,,03 46 56.6,+41 27 44
1817,91 Tau,4,33.4,15,36,04h38m42.4478s,+15d47m59.5564s,15,665.0,5.2,A2,0.084,0.042,0.03,0.018,4;21,12.3,39,*,1026.10,,04 33 26.5,+15 36 10,5.07,0.15,A4m,SIG1 Tau,0.073,160,0.0196,8.1,,04 39 09.1,+15 47 59
1818,92 Tau,4,33.6,15,43,04h38m42.7222s,+15d54m59.5378s,15,666.0,4.8,A3,0.086,0.084,0.076,0.018,4;19,12.3,40,,1027.10,,04 33 33.1,+15 43 11,4.69,0.15,A5   Vn,SIG2 Tau,0.085,102,0.0183,6.4,,04 39 16.4,+15 55 04
1819,1 Aur,4,43.2,37,19,04h49m44.351s,+37d29m32.9836s,37,969.0,5.1,K2,0.047,-0.032,-0.037,0.024,5;22,12.4,32,,1071.10,,04 43 10.6,+37 18 42,4.88,1.44,K3.5 IIIB*,,0.055,316,0.0259,8.4,,04 49 54.6,+37 29 17
1820,126 Tau,5,35.5,16,29,05h40m46.8145s,+16d32m13.067s,16,841.0,4.9,B3,0.024,0.012,0.005,0.012,6;24,12.3,32,,1300.00,,05 35 30.8,+16 28 56,4.86,-0.13,B3   IV,BET 1007,0.028,186,0.0129,8.8,G,05 41 17.6,+16 32 02
1821,CGA 7512,6,10.7,-9,0,06h14m46.2156s,-09d01m48.2981s,-8,1368.0,6,B9,0.04,-0.037,-0.018,-0.003,5;23,11.8,36,,1456.10,,06 10 40.1,-09 00 15,6.10,-0.08,B9   III,,0.042,289,-0.0003,8.4,,06 15 26.0,-09 02 08
1822,Lal 12104,6,15.0,-2,54,06h20m00.5873s,-02d56m32.983s,-2,1564.0,5.2,Ma,0.014,-0.013,-0.007,-0.003,5;22,12.3,31,,1472.00,,06 14 59.1,-02 54 07,4.90,1.60,M1   III,,0.018,279,0.0019,6.5,G,06 19 59.6,-02 56 39
1823,Lal 13100,6,42.8,-8,53,06h46m46.7644s,-08d59m25.8617s,-8,1558.0,5.3,K5,0.018,0.018,-0.008,0.002,5;21,11.6,32,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1824,Lal 15290,7,47.2,30,55,07h53m17.9927s,+30d39m33.1969s,31,1684.0,8.2,G0,1.974,0.725,0.712,0.039,6;27,12.4,36,*,1857.00,,07 47 09.7,+30 54 49,8.34,0.61,G2   VI,Lal 15290,1.972,158,0.0395,2.0,G,07 53 33.2,+30 36 18
1825,Grb 1368,7,49.1,79,45,08h04m43.8327s,+79d28m41.2611s,79,265.0,5.3,A0,0.059,-0.027,-0.027,0.019,6;25,12.1,34,,1868.00,,07 49 04.2,+79 45 11,5.42,-0.06,A0pSi,,0.057,202,0.0188,7.6,G,08 04 47.1,+79 28 47
1826,Fed 1221,7,57.2,72,13,08h08m02.8834s,+71d55m58.5423s,72,395.0,8,G0,0.503,-0.206,-0.225,0.033,5;20,12.8,34,*,1909.00,,07 57 12.9,+72 13 15,8.20,0.62,G2   V,CI 18-952,0.514,206,0.0297,6.5,G,08 08 10.5,+71 55 27
1827,WB 1219,8,49.4,-5,3,08h53m58.4057s,-05d25m43.855s,-4,2490.0,6,G0,0.419,-0.418,-0.413,0.079,7;27,12.2,38,,2130.00,,08 49 22.3,-05 03 21,6.00,0.67,G2   V,,0.421,273,0.0574,1.5,P,08 54 17.9,-05 26 04
1828,Omega Hyd,9,0.7,5,30,09h05m16.0533s,+05d06m06.3319s,5,2116.0,5.4,K0,0.019,-0.016,0.01,0.012,5;25,12.4,39,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1829,23 Hyd,9,11.7,-5,56,09h15m57.8345s,-06d20m58.3549s,-5,2762.0,5.4,K0,0.019,0.019,0.017,-0.005,5;23,11.2,38,,2208.00,,09 11 43.7,-05 56 09,5.24,1.17,K2   III,23 Hya,0.019,84,0.0114,6.1,F,09 16 41.7,-06 21 11
1830,27 Hyd,9,15.6,-9,8,09h19m53.0644s,-09d33m21.1407s,-8,2643.0,5,G5,0.037,-0.016,0.0,0.022,7;28,12.2,34,*,2228.00,A,09 15 36.0,-09 07 53,4.80,0.93,G8   III-*,27 Hya,0.037,208,0.0211,9.7,G,09 20 29.0,-09 33 21
,,,,,,,,,,,,,,,,,,,*,2228.00,B,09 15 28.1,-09 11 10,6.95,0.39,F5   V,27 Hya,0.041,215,,,,09 20 21.0,-09 36 37
,,,,,,,,,,,,,,,,,,,*,2228.00,C,09 15 36.0,-09 08 00,11.25,1.15,K2   V,27 Hya,,,,,,09 20 29.1,-09 33 24
1831,31 UMa,9,49.2,50,18,09h55m31.8178s,+49d49m38.7689s,50,1698.0,5.3,A2,0.017,-0.006,0.008,0.02,6;24,12.6,32,,2345.10,,09 49 11.3,+50 17 31,5.27,0.07,A3   III,31UMa,0.018,344,0.0240,9.8,,09 55 42.9,+49 49 11
1832,Lamda UMa,10,11.1,43,25,10h17m03.3048s,+42d55m05.9091s,43,2005.0,3.5,A2,0.17,-0.164,-0.144,0.029,6;24,11.6,42,,2411.00,,10 11 04.0,+43 24 49,3.45,0.03,A2   IV,LAM  UMa,0.171,255,0.0257,8.4,F,10 17 05.8,+42 54 51
1833,Lal 22585,11,55.6,-9,53,12h00m07.1322s,-10d26m24.4662s,-9,3413.0,5.6,G5,0.498,0.123,0.124,0.075,6;23,12.4,37,,2767.00,,11 55 36.4,-09 52 33,5.55,0.77,G8-K0IV,,0.501,168,0.0788,6.6,G,12 00 44.3,-10 26 46
1834,Grb 2044,13,42.0,41,35,13h46m15.7979s,+41d04m58.8046s,41,2424.0,5.7,A3,0.125,-0.115,-0.107,0.009,7;27,12.4,35,,3139.10,,13 41 58.7,+41 35 24,5.87,0.21,A5   V,,0.127,249,0.0120,11.1,,13 46 13.5,+41 05 19
1835,4 UMi,14,9.2,78,1,14h08m38.4773s,+77d32m43.7212s,78,478.0,5,K0,0.043,-0.031,-0.035,0.019,7;27,12.2,33,,3232.00,,14 09 13.9,+78 01 02,4.82,1.36,K3   III,4 UMi,0.047,312,0.0080,7.9,G,14 08 50.9,+77 32 50
1836,32 Boot,14,36.9,12,5,14h40m49.4827s,+11d39m15.5225s,12,2729.0,5.6,G5,0.201,-0.159,-0.156,0.021,6;24,12.4,38,,3322.10,,14 36 55.1,+12 05 29,5.56,0.94,G8   III,32 Boo,0.197,234,0.0238,9.8,,14 41 43.4,+11 39 38
1837,Lal 27155,14,49.3,23,45,14h53m27.8133s,+23d20m29.377s,23,2751.0,8.5,K2,0.837,-0.837,-0.82,0.034,6;26,12.3,52,,3368.00,,14 49 19.7,+23 45 10,8.65,0.96,K3   V,G 166-052,0.826,271,0.0398,8.8,G,14 53 41.5,+23 20 43
1838,Ross 52,14,49.5,23,58,14h53m27.4046s,+23d33m29.3567s,,,11.1,M5,0.751,-0.74,-0.71,0.112,7;26,12.8,48,*,3369.00,M,14 49 26.0,+23 57 48,11.66,1.61,M3.5 d,G 166-053,,,0.0960,4.1,G,14 53 53.4,+23 33 20
1839,Lal 27951,15,14.4,26,8,15h18m18.273s,+25d46m05.8915s,26,2676.0,8.6,G0,0.152,-0.132,-0.135,0.006,7;31,12.5,58,,3459.10,,15 14 25.9,+26 08 17,8.53,0.58,G0   V,,0.173,238,0.0088,11.1,,15 18 43.1,+25 46 17
1840,Lal 27958,15,14.7,26,4,15h18m18.4179s,+25d42m05.8995s,26,2677.0,8.1,G0,0.585,-0.571,-0.559,0.046,7;30,12.5,59,*,3461.00,A,15 14 44.9,+26 03 31,7.96,0.74,G8   V,CI 18-2044,0.583,258,0.0336,8.9,F,15 18 59.0,+25 41 30
1841,Kappa Her,16,3.6,17,19,16h07m31.1335s,+17d02m57.8224s,17,2964.0,5.3,G5,0.041,-0.037,-0.034,-0.002,7;24,12.3,35,,3657.00,A,16 03 33.6,+17 18 47,5.00,0.95,G8   III,KAP Her,0.034,254,0.0020,6.0,G,16 08 04.5,+17 02 48
,,,,,,,,,,,,,,,,,,,,3657.00,B,16 03 34.0,+17 19 16,6.25,1.14,K1   III,KAP Her,0.048,224,,,,16 08 04.9,+17 03 15
1842,16 Sco,16,6.7,-8,17,16h11m24.8679s,-08d32m35.6134s,-8,4180.0,5.5,A3,0.037,0.037,0.046,-0.012,6;21,12.2,38,,3675.00,,16 06 42.1,-08 17 21,5.43,0.12,A4   V,16 Sco,0.039,93,-0.0106,7.5,G,16 12 07.3,-08 32 51
1843,15 Dra,16,28.2,68,59,16h27m49.0518s,+68d45m55.9762s,69,850.0,5,B8p,0.041,-0.027,-0.024,0.004,5;20,12.3,37,,3763.00,,16 28 10.4,+68 59 04,5.00,-0.06,A0   III,15 Dra,0.047,319,0.0147,7.3,F,16 27 58.9,+68 46 05
1844,Lal 30999,16,53.8,62,16,16h54m04.6292s,+62d06m26.7946s,62,1520.0,7,G5,0.335,-0.33,-0.327,0.011,6;24,12.2,36,*,3855.10,,16 53 46.2,+62 15 31,7.07,0.68,G5   IV,,0.348,261,0.0135,9.8,,16 54 45.9,+62 05 58
1845,Lal 31188,17,4.3,-10,24,17h09m31.4062s,-10d31m41.4612s,-10,4445.0,5.6,F5,0.124,0.059,0.057,0.013,6;21,13,37,,3892.10,,17 04 16.1,-10 23 33,5.56,0.52,F5   IV,,0.121,154,0.0147,9.8,,17 09 47.9,-10 31 23
1846,Lal 32762,17,49.6,11,9,17h53m41.091s,+11d07m44.3146s,11,3283.0,6.3,F5,0.192,-0.077,-0.068,0.007,5;21,12.5,33,,4085.10,,17 49 33.4,+11 09 17,6.38,0.45,F5   Vn,,0.175,200,0.0089,8.4,,17 54 14.1,+11 07 50
1847,SZ Aql,18,59.6,1,9,19h04m04.6343s,+01d17m51.8357s,1,3877.0,Var,K2,0.029,-0.013,0.001,-0.008,5;20,12.9,41,,4429.10,,18 59 34.7,+01 09 26,8.04,1.07,G7v  c,,0.022,143,-0.0067,8.4,,19 04 39.5,+01 18 21
1848,18 Aql,19,2.3,10,55,19h06m42.4419s,+11d04m15.5353s,10,3787.0,5.1,B8,0.032,-0.006,-0.004,0.012,6;25,12.4,34,,4443.10,,19 02 16.0,+10 55 01,5.09,-0.07,B8   III,18 Aql,0.025,175,0.0156,9.8,,19 06 58.5,+11 04 16
1849,WB 19h16,19,3.8,21,32,19h07m16.5687s,+21d41m22.1249s,21,3672.0,6.2,F2,0.085,0.046,0.046,0.008,7;25,12.3,32,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1850,Lal 35998,19,5.4,34,26,19h08m39.3723s,+34d35m36.3005s,34,3439.0,6.5,G5,0.197,0.049,0.053,0.023,7;27,12.3,40,*,4466.10,,19 05 24.5,+34 26 03,6.74,0.63,G5   V,,0.184,12,0.0247,11.1,,19 09 04.3,+34 36 01
1851,Lal 36513,19,16.1,37,9,19h19m31.5845s,+37d20m07.219s,37,3417.0,6.4,G5,0.202,-0.072,-0.066,0.039,6;22,12.3,32,,4528.10,,19 16 07.8,+37 08 59,6.31,0.68,G8   V,,0.169,196,0.0407,9.8,,19 19 39.1,+37 19 51
1852,66 Dra,20,4.0,61,42,20h05m33.7919s,+61d59m18.3447s,61,1970.0,5.6,K0,0.14,0.12,0.117,0.037,5;19,12.4,37,,4781.10,,20 03 57.3,+61 42 18,5.39,1.18,K3   III,66 Dra,0.140,58,0.0389,8.4,,20 05 32.8,+61 59 43
1853,"Ci 20, 1206",20,21.4,9,8,20h25m49.6565s,+09d27m34.1345s,9,4529.0,8.5,F5,0.561,0.113,0.113,0.023,6;25,12.3,46,*,4863.00,,20 21 21.4,+09 08 18,8.36,0.49,F7   V-VI,CI 20-1206,0.557,168,0.0188,1.6,G,20 26 11.9,+09 27 00
1854,5 Aqr,20,46.9,-5,53,20h51m17.2684s,-05d30m34.4722s,-6,5606.0,5.5,B8,0.005,-0.004,-0.001,-0.025,5;18,12.2,33,,4987.00,,20 46 51.4,-05 52 56,5.55,-0.08,B9   III,5 Aqr,0.003,334,-0.0055,6.8,X,20 52 08.7,-05 30 25
1855,WB 1454,20,59.1,2,36,21h04m02.7992s,+02d59m46.8628s,2,4295.0,8.1,F8,0.474,-0.294,-0.287,0.001,6;24,13,31,*,5063.00,,20 59 06.4,+02 36 29,7.36,0.53,F9   V,,0.459,218,0.0047,7.2,G,21 04 07.4,+02 59 40
1856,Lal 42741,21,50.3,31,52,21h54m23.0181s,+32d20m20.8859s,31,4574.0,7.6,K0,0.33,0.204,0.2,0.033,6;22,12.2,43,,5293.00,,21 50 20.2,+31 51 43,7.78,0.92,K0   d,CI 18-2850,0.310,136,0.0431,8.2,F,21 54 45.1,+32 19 43
,,,,,,,,,,,,,,,,,,,,5294.10,,21 50 31.2,+31 51 56,7.04,1.57,K5,,0.010,287,-0.0060,9.8,,21 54 54.4,+32 20 19
1857,GC 30677,21,50.5,31,52,21h54m23.0181s,+32d20m20.8859s,31,4577.0,7.1,K5,0.015,-0.014,-0.009,-0.008,6;20,12.2,43,,5293.00,,21 50 20.2,+31 51 43,7.78,0.92,K0   d,CI 18-2850,0.310,136,0.0431,8.2,F,21 54 45.1,+32 19 43
,,,,,,,,,,,,,,,,,,,,5294.10,,21 50 31.2,+31 51 56,7.04,1.57,K5,,0.010,287,-0.0060,9.8,,21 54 54.4,+32 20 19
1858,Wolf 1143,21,50.8,32,10,21h54m22.499s,+32d38m20.8659s,,,10.8,G2,0.732,0.71,0.761,0.018,7;25,11.9,45,*,5296.00,,21 50 48.0,+32 10 00,11.10,0.63,G2   d,CI 20-1321,0.739,80,0.0058,9.2,F,21 55 16.6,+32 38 37
1859,Lal 43319,22,6.8,35,46,22h10m21.8517s,+36d15m30.7016s,35,4725.0,7.2,K0,0.24,0.034,0.025,0.048,6;20,12.4,33,,5368.10,,22 06 49.5,+35 46 13,7.24,0.79,K0,G 214-013,0.249,174,0.0499,9.8,,22 11 11.9,+36 15 22
1860,Lal 44318,22,34.4,43,48,22h38m21.1351s,+44d19m12.0001s,43,4260.0,6.9,G0,0.242,0.233,0.256,0.037,5;18,12.5,37,,5482.10,M,22 34 23.8,+43 47 31,6.83,0.55,"F9+F9V,V",,0.248,76,0.0329,4.5,G,22 38 47.4,+44 18 50
,,,,,,,,,,,,,,,,,,,,5482.10,A,22 34 23.8,+43 47 31,7.60,,F9   V,,0.248,76,0.0329,4.5,G,22 38 47.4,+44 18 50
,,,,,,,,,,,,,,,,,,,,5482.10,B,22 34 24.0,+43 47 00,7.60,,F9   V,,,,,,,22 38 45.4,+44 18 13
1861,Lal 45165,23,0.2,16,2,23h04m57.6803s,+16d34m21.7839s,15,4760.0,6.4,K0,0.271,-0.19,-0.206,0.019,6;23,12.2,38,,5590.00,,23 00 09.7,+16 01 44,6.44,0.83,G8   IV,CI 18-3017,0.258,222,0.0248,8.2,G,23 05 06.3,+16 33 47
1862,Iota Psc,23,34.8,5,5,23h39m06.1064s,+05d38m14.0986s,4,5035.0,4.3,F8,0.571,0.37,0.363,0.07,5;20,12.2,41,*,5724.00,,23 34 48.3,+05 05 03,4.13,0.51,F7   V,IOT Psc,0.573,139,0.0701,4.6,G,23 39 57.0,+05 37 34
1863,30 Psc,23,56.8,-6,34,00h01m07.4792s,-06d00m35.4597s,-6,6345.0,4.7,Mb,0.058,0.048,0.041,-0.011,6;24,12.2,41,,5806.00,,23 56 49.8,-06 34 11,4.41,1.63,M3   III,30 Psc,0.060,128,0.0073,8.3,P,00 01 57.6,-06 00 50
1864,39 Cet,1,11.5,-3,2,01h16m05.3481s,-02d30m17.7549s,-3,172.0,5.5,G0,0.123,-0.18,-0.112,0.013,7;29,12.1,35,*,260.10,,01 11 31.6,-03 01 35,5.41,0.90,G5e  III+*,39 Cet,0.123,241,0.0163,11.1,,01 16 36.2,-02 30 00
1865,58 And,2,2.5,37,23,02h08m00.8221s,+37d51m33.7033s,37,486.0,4.8,A2,0.163,0.158,0.149,0.0,7;26,12.2,35,,437.10,,02 02 26.9,+37 23 05,4.82,0.12,A5   IV-V,58 And,0.161,104,0.0043,11.1,,02 08 29.2,+37 51 32
1866,Iota Cas,2,20.8,66,57,02h28m14.1635s,+67d24m01.1609s,66,213.0,4.6,A5p,0.021,-0.013,-0.017,0.018,11;47,12.1,42,*,493.00,A,02 20 49.1,+66 57 10,4.52,0.12,A5   pSr,IOT Cas,0.022,317,0.0225,11.0,G,02 29 03.9,+67 24 08
1867,38 Ari,2,39.5,12,1,02h44m26.1706s,+12d26m25.8857s,11,377.0,5.2,A3,0.146,0.122,0.128,0.022,5;21,11.6,36,,557.10,,02 39 30.5,+12 01 30,5.18,0.24,A7   III-*,38 Ari,0.144,125,0.0264,8.4,,02 44 57.5,+12 26 44
1868,21 Per,2,51.2,31,32,02h57m04.2904s,+31d56m13.8488s,31,509.0,5.2,A0p,0.032,0.001,0.002,-0.002,6;25,12.4,32,,610.10,,02 51 12.9,+31 31 53,5.11,-0.01,B9   pSi,21 Per,0.028,173,0.0021,9.8,,02 57 17.3,+31 56 02
1869,GC 3674,2,58.0,56,19,03h05m31.3178s,+56d42m26.5281s,56,767.0,5.1,K0,0.077,-0.014,-0.016,0.003,5;24,12.1,36,,632.20,,02 58 01.2,+56 18 47,4.76,1.02,G9.5 III,,0.072,349,0.0053,8.4,,03 05 32.3,+56 42 20
1870,3 Cam,4,32.0,52,53,04h39m52.8377s,+53d04m58.8619s,52,865.0,5.3,K0,0.014,0.003,-0.018,-0.009,6;28,12.7,34,,1019.10,,04 32 01.8,+52 52 49,5.05,1.07,K0   III,3 Cam,0.009,137,-0.0071,9.8,,04 39 54.7,+53 04 47
1871,2 Cam,4,32.0,53,17,04h39m55.2686s,+53d28m58.6969s,53,794.0,5.4,F0,0.106,0.052,0.032,0.013,7;30,12.5,33,,1019.00,,04 32 02.3,+53 16 33,5.35,0.32,A8   V,SIG 566,0.105,150,0.0187,7.7,G,04 39 58.1,+53 28 22
,,,,,,,,,,,,,,,,,,,,1021.00,A,04 32 30.0,+53 17 00,8.80,,A3,DEL 4,,,0.0044,11.4,G,04 40 25.4,+53 28 54
,,,,,,,,,,,,,,,,,,,,1021.00,B,04 32 30.0,+53 17 00,9.80,,,DEL 4,,,,,,04 40 25.4,+53 28 54
1872,GC 5802,4,40.5,11,31,04h45m33.2968s,+11d42m02.7127s,11,646.0,5.4,A0,0.072,0.072,0.053,0.001,5;21,12.4,33,*,1059.10,,04 40 27.9,+11 31 21,5.37,0.19,A2m,,0.066,93,0.0042,8.4,,04 46 01.7,+11 42 19
1873,4 Aur,4,52.5,37,44,04h58m46.9959s,+37d53m17.6368s,37,1005.0,5,A0,0.111,0.045,0.045,0.004,5;23,12.4,34,,1112.00,,04 52 27.9,+37 44 20,4.94,0.04,A1   V,OME Aur,0.108,157,0.0044,5.1,G,04 59 15.3,+37 53 24
1874,66 Eri,5,1.8,-4,47,05h05m56.6973s,-04d38m50.5902s,-4,1004.0,5.2,B9,0.018,0.015,0.01,0.019,5;21,12.2,30,,1152.10,,05 01 48.9,-04 47 22,5.12,-0.06,"B9+A1V,V",66 Eri,0.013,45,0.0233,8.4,,05 06 45.6,-04 39 19
1875,106 Tau,5,1.9,20,17,05h06m55.4822s,+20d25m05.2543s,20,885.0,5.3,A3,0.058,-0.045,-0.05,0.003,5;21,12.2,34,,1152.20,,05 01 53.2,+20 17 11,5.30,0.09,A5   V,106 Tau,0.057,234,0.0067,8.4,,05 07 48.4,+20 25 05
1876,GC 7587,5,55.1,-3,5,06h00m00.1958s,-03d04m38.1698s,-3,1256.0,4.7,K0,0.071,0.009,0.012,0.016,5;24,12.3,37,,1386.00,,05 55 03.0,-03 04 41,4.53,1.22,K1.5 IIIF*,,0.076,174,0.0228,6.1,G,06 00 03.3,-03 04 27
1877,GC 8020,6,7.8,69,21,06h18m01.1868s,+69d19m10.6032s,69,371.0,4.7,A0,0.106,0.007,0.005,0.005,4;18,12.1,38,,1436.00,,06 07 49.6,+69 21 18,4.80,0.03,A0   Vn,Piazzi V 33,0.106,176,0.0109,6.0,G,06 18 50.8,+69 19 11
1878,45 Aur,6,13.6,53,30,06h21m07.3555s,+53d27m30.8828s,53,1008.0,5.4,F5,0.101,0.032,0.018,0.022,5;20,12.2,36,,1468.20,,06 13 38.6,+53 29 51,5.36,0.43,F5   III,45 Aur,0.088,165,0.0246,8.4,,06 21 46.1,+53 27 08
1879,A 5871,7,6.6,27,24,07h12m13.2998s,+27d14m04.6062s,27,1337.0,6.4,F5,0.108,0.015,0.019,0.027,5;23,12.1,34,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1880,8 Cnc,7,59.5,13,24,08h04m34.5343s,+13d07m04.1734s,13,1831.0,5.1,A0,0.079,-0.034,-0.023,0.018,5;22,12.1,34,,1917.10,,07 59 30.2,+13 24 11,5.12,0.01,A1   V,8 Cnc,0.079,207,0.0219,8.4,,08 05 04.5,+13 07 05
1881,3 UMa,8,30.3,65,22,08h38m53.3129s,+65d01m09.0158s,65,643.0,5.7,G0,0.088,-0.024,-0.021,0.062,5;21,12.2,44,,2047.10,,08 30 19.0,+65 21 59,5.64,0.62,G1.5 Vb,PI1 UMa,0.089,344,0.0692,1.5,G,08 39 11.6,+65 01 15
1882,69 Cnc,8,56.9,25,51,09h01m52.9809s,+25d27m29.0868s,25,2029.0,5.4,A0,0.009,-0.001,-0.001,-0.001,5;23,12.2,34,,2162.10,,08 56 53.5,+24 50 47,5.45,-0.04,A0pSi,NU Cnc,0.010,200,0.0029,8.4,,09 02 44.3,+24 27 10
1883,5 Leo,9,26.6,11,45,09h31m24.1054s,+11d18m36.5845s,11,2053.0,5.1,G5,0.129,-0.094,-0.091,0.025,8;33,12.1,33,,2267.10,,09 26 33.3,+11 44 33,4.97,1.05,K0-  III-*,XI Leo,0.128,227,0.0143,2.4,G,09 31 56.7,+11 17 58
1884,38 UMa,10,35.1,66,14,10h41m51.8366s,+65d42m41.0232s,66,678.0,5.1,K0,0.18,-0.164,-0.145,0.02,6;22,12.3,32,,2497.00,,10 35 07.5,+66 14 24,5.12,1.20,K2   III,38 UMa,0.179,246,0.0258,7.4,G,10 41 56.5,+65 42 58
1885,63 Leo,19,59.9,8,53,20h03m49.0723s,+09d09m52.9682s,8,2455.0,4.7,F0,0.344,-0.34,-0.329,0.03,7;27,11.5,32,*,2581.00,,10 59 51.5,+07 52 35,4.63,0.33,F2   III-*,CHI Leo,0.347,261,0.0261,7.7,G,11 05 01.0,+07 20 08
1886,93 Leo,11,42.8,21,46,11h47m10.9211s,+21d12m39.948s,21,2358.0,4.5,F8,0.15,-0.15,-0.129,0.012,7;27,12.2,37,,2731.00,,11 42 49.6,+20 46 28,4.53,0.55,G5+A7III-*,93 Leo,0.149,267,0.0211,8.9,G,11 47 59.1,+20 13 07
1887,74 UMa,12,25.3,59,57,12h29m40.2009s,+59d23m49.6632s,59,1444.0,5.4,A5,0.106,-0.064,-0.058,0.034,6;22,12.4,33,,2881.10,,12 25 17.1,+58 57 21,5.35,0.20,A5   $\de*,74 UMa,0.109,323,0.0378,9.8,,12 29 57.3,+58 24 20
1888,GC 17430,12,45.4,38,4,12h49m46.1104s,+37d31m18.1159s,38,2373.0,5.9,A2,0.099,-0.097,-0.087,-0.004,7;25,12.1,32,,2950.10,,12 45 25.5,+38 03 39,5.89,0.15,A3   V,,0.093,284,-0.0007,11.1,,12 50 10.7,+37 31 01
1889,9 Boo,13,52.0,28,59,13h56m32.3428s,+28d29m39.4731s,28,2278.0,5.2,K0,0.06,0.025,0.045,0.006,5;21,12.8,34,,3181.10,,13 52 00.1,+27 58 56,5.01,1.42,K3   III,9 Boo,0.057,158,0.0087,8.4,,13 56 34.1,+27 29 31
1890,Delta Lib,14,55.6,-7,7,15h00m19.3942s,-07d30m51.8306s,-7,3938.0,4.8,A0,0.066,-0.065,-0.058,0.009,7;26,12.2,43,,3387.00,M,14 55 37.6,-08 07 19,4.92,0.00,B9.5 V,DEL Lib,0.067,262,0.0199,8.4,G,15 00 58.3,-08 31 08
,,,,,,,,,,,,,,,,,,,,3387.00,A,14 55 37.6,-08 07 19,4.92,0.00,A0   IV-V,DEL Lib,0.067,262,0.0199,8.4,G,15 00 58.3,-08 31 08
,,,,,,,,,,,,,,,,,,,,3387.00,C,14 55 36.0,-08 07 00,12.80,1.12,,,,,,,,15 00 57.1,-08 30 48
,,,,,,,,,,,,,,,,,,,,3387.00,D,14 55 36.0,-08 07 00,12.13,0.70,,,,,,,,15 00 57.1,-08 30 48
